candidate,target,dataset_source,category,clean_caption,partition
B002G9UC1A,B003HNA8WW,FashionIQ,shirt,is tan with no graphic print and is lighter in color and has more buttons,val
B009ZZ7PYU,B00AL1LOEE,FashionIQ,shirt,is bright in color and is less colorful and has a military graphic,val
B006NCQPYO,B006C25WGM,FashionIQ,shirt,the tank top is light gray with black trim and is a lighter color,val
B0071N0J8M,B004N8SX1I,FashionIQ,shirt,has a graphic representation of a dog and is darker colored,val
B004QS6S12,B000EGBBTE,FashionIQ,shirt,is a lighter blue and is lighter in color,val
B00AENLJ4E,B00AHTM05C,FashionIQ,shirt,is white in color with black and red text and is a whtie tshirt,val
B00AR19X1O,B00AREHPXE,FashionIQ,shirt,is beige in color and is lighter and more yellow,val
B00ATQ60M2,B009CYLW52,FashionIQ,shirt,the black color jacket is too losse and is darker in color and has more of a zipper,val
B0085428H6,B0033EFCIK,FashionIQ,shirt,has collars and shorter sleeves and is short sleeved with a collar,val
B008LJZV0G,B007EDJM6Y,FashionIQ,shirt,is a blue checkered shirt and is more blue,val
B006SHCSEU,B004M5I1IW,FashionIQ,shirt,is checked with a deeper shade of color and darker blue,val
B00931JHSS,B006X0AKYM,FashionIQ,shirt,the short sleeve shirt is white in color and is more plain,val
B00FD8I2HC,B0019RM524,FashionIQ,shirt,is white colored and is light gray,val
B005DIJKXW,B001CGKLJQ,FashionIQ,shirt,is shortsleeved and bright and is white and has shorter sleeves,val
B005IZUOOE,B00821C5SY,FashionIQ,shirt,is a black t shirt that says that s what and is black in color,val
B001O883U6,B001O84MJC,FashionIQ,shirt,has blue stripes and not purple and is darker,val
B00CDT7FHM,B003LR3ES4,FashionIQ,shirt,is slim fit and has more words,val
B0043RJLWY,B001SN7PB0,FashionIQ,shirt,is a lighter graphic shirt and has more white,val
B002I00AE6,B0055KYMGS,FashionIQ,shirt,is a black tshirt and is a black t shirt with a rush graphic,val
B0016LG70E,B00BOWT1E4,FashionIQ,shirt,is more casual with shorter sleeves and is more casual with a colorful graphic,val
B0049CLHTS,B001XXTJIC,FashionIQ,shirt,has smaller letters and does not have an image,val
B00B40E1K0,B00FFUSAD4,FashionIQ,shirt,is black colored and is black with a his and hers design,val
B008OCFYYI,B009MMPFOS,FashionIQ,shirt,is more of a t shirt with v neck and darker and has one pocket,val
B001O84MJC,B001O883TW,FashionIQ,shirt,has greay and is black and white,val
B00AZIN2P2,B00776LY8W,FashionIQ,shirt,is made of cotton and is formal and is striped and only top buttons,val
B002DZR9JK,B002Y7ABEC,FashionIQ,shirt,is more blue and purple superman backwards sign in purple and yellow,val
B000CS0UGY,B003FON3BG,FashionIQ,shirt,is white with blue designs and is lighter colored with a graphic print that isn t similar,val
B005I63XM8,B006C6XSFA,FashionIQ,shirt,has longer sleeves and different graphic and is more graphic and has longer sleeves,val
B00F3KMWX0,B00641RTYE,FashionIQ,shirt,is white in color and is grey and has a bloody zombie graphic,val
B004Q3PSU4,B0057V76WM,FashionIQ,shirt,has short sleeves and is solid black and a solid black shirt with short sleeves,val
B0072701PS,B000A35AMK,FashionIQ,shirt,a light colored tee shirt with a large colorful slogan on front and back and is darker,val
B005BSLCWQ,B00BCCMELS,FashionIQ,shirt,has a black top and has lower white and is black upper chest,val
B00AMD5I7U,B005LIXPPI,FashionIQ,shirt,is blue and has a lighter logo,val
B005R961PM,B003Z9SNLG,FashionIQ,shirt,is a no sleeved shirt with a logo and has no sleeves,val
B003QR06EO,B0058KLRPE,FashionIQ,shirt,is a lighter color with a team symbol and name and is a white tee,val
B00CWRLCV0,B003BAEVJ2,FashionIQ,shirt,a light grey tee with a panther and is grey with a cat motif,val
B00BRB29YQ,B00A6Y9C40,FashionIQ,shirt,is a marvel comic t shirt and has a smaller design,val
B00BQZ7OCK,B008K9C9Q6,FashionIQ,shirt,is similar and has a larger car on it,val
B00112FYQG,B004T4M9E8,FashionIQ,shirt,is black and is darker,val
B002G9UC1A,B0081RM7XW,FashionIQ,shirt,is button up with a checkered print and plaid,val
B009OKKA5W,B0076Z9GS4,FashionIQ,shirt,is grey with a different logo and is lighter in color,val
B001FQIYO2,B000JHQGVQ,FashionIQ,shirt,is a lighter pink and is more light pink,val
B005KP3UPW,B008B18A8Y,FashionIQ,shirt,has a plaid design and is lighter,val
B00EPDU2PG,B008EJ0MMU,FashionIQ,shirt,is more anti religious and darker colored and is anti religious,val
B00BV2QEV0,B00BV2QNUM,FashionIQ,shirt,is bright pink and is short sleeved and pink,val
B003BWYEQ0,B0040M6G16,FashionIQ,shirt,has longer sleeves with a red circle and is black and less shiny,val
B000WEB0D0,B006BGJACQ,FashionIQ,shirt,is more wordy and is black with white lettering,val
B007X6BEF4,B005CVKLWE,FashionIQ,shirt,is a plaid shirt and has long sleeves and white with black,val
B006IJVUYW,B00CLIV9ZE,FashionIQ,shirt,has more realistic picture and has a 3d printed logo,val
B008H7I2L2,B006YYY8UO,FashionIQ,shirt,light black color is less revealing and has a different saying,val
B00509NSFU,B009Z41GL4,FashionIQ,shirt,is colored darker and is darker,val
B009L4NRSS,B007GYHINK,FashionIQ,shirt,is dark green and is grey and less masculine,val
B00FDV30N0,B00A8D1Q8Y,FashionIQ,shirt,this is brighter in color a bright pink and is pink and has a collar and buttons,val
B002SVEJYC,B002SVEKNW,FashionIQ,shirt,is white button down with collar and is the same,val
B00CJLPB9I,B008VHXGLY,FashionIQ,shirt,has different graphics and is darker grey with a text logo,val
B005TG0O6K,B007E4WL4S,FashionIQ,shirt,is more elegant with the graphic and has a picture of a portrait,val
B001KOUGCW,B00AO1T42U,FashionIQ,shirt,has a v neck with stripes and has stripes,val
B007HRO9B0,B006Y8Q79U,FashionIQ,shirt,is more darker with striped lines and has longer sleeves and is a dark grey,val
B00EBUFSAW,B00B1W6FWI,FashionIQ,shirt,has less color and more repeated lettering and is more humorous and darker colored,val
B0039BE27Y,B001KFURAW,FashionIQ,shirt,has long sleeves and is more bright orange and long sleeves,val
B00EHN44IA,B00726ORDQ,FashionIQ,shirt,is larger in size and has larger letters and and has no graphic,val
B00066ZKS0,B008ZBQYLU,FashionIQ,shirt,is long sleeved and dark and is long sleeved and dark blue in color,val
B000YHF5K4,B008RYZTWK,FashionIQ,shirt,the shirt is brown in color with the word texas and less graphics on it,val
B009ADCOP2,B006ZP4SU2,FashionIQ,shirt,has longer sleeves and has longer sleeves and more masculine,val
B004YO9IVU,B0048KRJ98,FashionIQ,shirt,is bright yellow and is a shirt tshirt with a skeleton on it,val
B00916YLW2,B007ZOLQGG,FashionIQ,shirt,is a polo shirt with horizontal bands and has more stripes,val
B006NCQPYO,B00DJBDZ6I,FashionIQ,shirt,has an american flag on it and is more colorful,val
B000JM3A1A,B007WGBT1O,FashionIQ,shirt,is dark and more text and is black and more humorous,val
B0097YZI2K,B003OQTWS8,FashionIQ,shirt,is blue colored and is blue and more simple,val
B000A38K4A,B000G7BCRW,FashionIQ,shirt,is a smaller size and is lighter,val
B00BAQ3TWY,B00E9K6MUO,FashionIQ,shirt,is white with black designs and is more patterned and less solid colored,val
B00BT0JNWQ,B00AG3YJTY,FashionIQ,shirt,is plaid and has longer sleeves,val
B001PIXJTA,B005E0TR32,FashionIQ,shirt,is a jesus loves iceland t shirt and is white and has more graphics,val
B00G6UFA94,B000QHHX2K,FashionIQ,shirt,is grey with a image of two person and blackboard and has long sleeve and is grey color,val
B00C865HBQ,B004FN2OYI,FashionIQ,shirt,has star wars characters and is darker with more colorful image,val
B004I0C5XI,B00A21JW60,FashionIQ,shirt,has longer sleeves with plaid and is more formal,val
B007QPAWNM,B0017MXLL0,FashionIQ,shirt,has no skull art at the front and a solid black shirt with batman on the front,val
B00GKENI2W,B009L4ZBNM,FashionIQ,shirt,is black and has a different logo and is black and has a larger graphic,val
B001WAL2PE,B004IWHEAU,FashionIQ,shirt,is more colorful and has less graphics on it and is a black tee,val
B0070DEQP0,B00DXRW6DQ,FashionIQ,shirt,has a different logo similar to a flag and has not forgotten on front,val
B00CIYDP94,B00CJSTN5O,FashionIQ,shirt,is more abstract art and is is blue,val
B0098GE6OI,B002O1UMAG,FashionIQ,shirt,is gray and is gray not white,val
B008AYYVVM,B005QS5P92,FashionIQ,shirt,has a graphic on front and longer sleeves and has longer sleeves and text on the front,val
B005X0A2UU,B007RKULSW,FashionIQ,shirt,is black in color without any text and is black colored with red and blue graphic,val
B009BHF8XW,B0081GC3AK,FashionIQ,shirt,is a blue hockey tee shirt and is darker,val
B007DJ7XOC,B004LK9GZ0,FashionIQ,shirt,is blue and is blue,val
B00BIFZU4C,B004Q3PQYM,FashionIQ,shirt,has longer sleeves and a collared neckline and it is long sleeved and plaid,val
B002TLTIA6,B005BU5OIM,FashionIQ,shirt,has more if a visual aesthetic and has more red and has a plane graphic,val
B001LQG1N2,B000VZOJG0,FashionIQ,shirt,buttoned collar and has dark stripes and is white,val
B003IWGZQA,B004VMHQ8M,FashionIQ,shirt,is burgundy and short sleeved and a solid red shirt,val
B000MX1M98,B00A78V6NU,FashionIQ,shirt,the shirt is gray and is colorful with longer sleeves,val
B008EYOK2S,B00GINTLRQ,FashionIQ,shirt,is a brown shirt and has longer sleeves and buttons down the front,val
B0077RS0VU,B008K856DK,FashionIQ,shirt,is green colored with a centered logo and desired item is green with a large white clover,val
B001WAL2UE,B003I86JVK,FashionIQ,shirt,is grey with a logo and is brown with red and yellow logo,val
B009W2ETIQ,B005NH73N2,FashionIQ,shirt,has shorter sleeves and is blue and is brighter in color and has short sleeves,val
B001GHIUDK,B0011MPO0M,FashionIQ,shirt,is light blue with buttons and is a shirt and is lighter blue,val
B00BJO34NG,B002QEBQCO,FashionIQ,shirt,is less colorful and has more buttons and it is white with no pocket,val
B005BSLCWQ,B0084YZBAI,FashionIQ,shirt,is a tank top with a simpler graphic in a darker color and is darker with no sleeves,val
B0084OPRIO,B003E420MU,FashionIQ,shirt,is pants with fading and are pants,val
B00599EYZY,B0059E5E80,FashionIQ,shirt,is blue and is more blue,val
B00DYY7QO2,B0048KPYFY,FashionIQ,shirt,is black with a v neck and is dark gray with a v neck,val
B009ADCOP2,B00483AQX6,FashionIQ,shirt,is grey with a different logo and has a lighter color,val
B005HGTEPY,B007CCWNBI,FashionIQ,shirt,has a different logo and is more simple,val
B0054PCK4U,B0049W8IGI,FashionIQ,shirt,has a gray color with big art and is light gray,val
B004QQJAF0,B00BJXOE36,FashionIQ,shirt,is lighter with different graphics and is white with boxing logo and fitted,val
B00637KYVY,B003YQJFWG,FashionIQ,shirt,the shirt is gray with long sleeves and is darker and has longer sleeves,val
B0083Z6QDO,B00CA33WFU,FashionIQ,shirt,is more colorful with no sleeves and has no sleeves,val
B00CE1SWLM,B00CMQWPS0,FashionIQ,shirt,is navy blue with a chicken in the middle and is more faded,val
B004XWCRKC,B007JPU7G6,FashionIQ,shirt,has short sleeves and an orange logo and has shorter sleeves and orange graphics,val
B0013KOIL8,B002QLE37C,FashionIQ,shirt,is bright and has no bow tie and is less formal,val
B008V2JXTS,B00CI4EWXW,FashionIQ,shirt,has striped socks without character and is orange and blue striped,val
B005JFAIQ2,B000V5DSCG,FashionIQ,shirt,is darker and is colored purple,val
B00DI9YY8O,B00CFPGOH6,FashionIQ,shirt,is white and is white,val
B003URVV8A,B00F6BZOWM,FashionIQ,shirt,is a red t shirt with a dog on it and is red with dog on front,val
B0088B8CM6,B007YHY634,FashionIQ,shirt,the desired product is blue and is blue with a photo and a t shirt,val
B00BW9IQBS,B005X0895K,FashionIQ,shirt,is lighter colored and is lighter and less graphic,val
B000RZ3L68,B001UFZIJ2,FashionIQ,shirt,has longer sleeves and less buttons and is blue with long sleeves,val
B007N2RG00,B003WER4FK,FashionIQ,shirt,has a v neck and is brown and is darker,val
B000L9S5NY,B007TYWH74,FashionIQ,shirt,is less embroidered and more cartoonish and has a donald duck image on the front,val
B007S41PRS,B00DGA6TWY,FashionIQ,shirt,is a darker color and has no buttons and is darker and more casual,val
B00ATREDFC,B007TMU7Z0,FashionIQ,shirt,is brown and white plaid and is full of buttons and stripes,val
B00CJSA0L0,B00CJRUN9U,FashionIQ,shirt,is grey with buttons and is grey and buttoned,val
B001F23NH4,B00BGKZEKY,FashionIQ,shirt,a blue tee with a phrase on it and is a dark grey in color,val
B00A1W3NB0,B0072D9SJ2,FashionIQ,shirt,is a purple colored shirt with textured art and is more feminine,val
B007R78YK2,B008AOKHCE,FashionIQ,shirt,is black with short sleeves and is a dark t with a graphic,val
B008QT38YW,B000KK0O8S,FashionIQ,shirt,its has no sleeves and is darker color and is grey with no collar,val
B00BARY35A,B006PGW58I,FashionIQ,shirt,is a bright blue colored shirt with text and is bright blue with an orange and yellow design,val
B008K1QJ5G,B005A3Q2W2,FashionIQ,shirt,is dressier and less graphic and has a different person on the front,val
B007P28IKK,B001SN7QH8,FashionIQ,shirt,this white t shirt has darker color and is white with image of men,val
B0076Z9GS4,B006VWU4TI,FashionIQ,shirt,is less casual and longer sleeves and is lighter in color and has more buttons,val
B00BJHF36O,B0091600H2,FashionIQ,shirt,is maroon with a v neck and is solid red and has no text,val
B004LAO7PE,B006HT40OK,FashionIQ,shirt,has white design around shoulders and is more shiny,val
B007TZ3DNA,B00CMQ8ZXO,FashionIQ,shirt,has no logo and is more wordy,val
B00CAHM74S,B008STCL4I,FashionIQ,shirt,is red with prints on it and is busier pattern and fewer stripes,val
B00DG9ISYM,B008Y24H1E,FashionIQ,shirt,is light blue and also larger and is blue and has a white text logo,val
B000YHJDOI,B005H2CBC6,FashionIQ,shirt,is lighter and more casual and is a white tee shirt,val
B00BIQ1XCE,B007E82H7A,FashionIQ,shirt,darker and has longer sleeves and is less detailed and darker in color,val
B004IK83WU,B00590Q14U,FashionIQ,shirt,is multi colored and button down and is more western,val
B0002NZ11I,B001086JAQ,FashionIQ,shirt,is similar but grey and is shorter,val
B0091V9DR0,B00653QDEI,FashionIQ,shirt,is lighter in color and is lighter,val
B009RVTT4G,B004HW68YY,FashionIQ,shirt,is a denim button down shirt and is lighter in color and dressier,val
B0085IGAU8,B00AOLMMLK,FashionIQ,shirt,has buttons and is short sleeved and it is checked and has a short sleeve,val
B007PVC4R4,B0038MJA8U,FashionIQ,shirt,is more plain and monochromatic and is long sleeved with jack daniels bottle logo on front,val
B0072701PS,B00GMRXOYY,FashionIQ,shirt,has characters on it and it is blue,val
B008G0SU26,B0077RS0VU,FashionIQ,shirt,is black and short sleeved and has shorter sleeves,val
B0087DW93S,B009YJ8O60,FashionIQ,shirt,is grey with a deer on it and is darker,val
B00542QOFE,B0050WOT9Q,FashionIQ,shirt,has a prominent slogan and is lighter colored and is blue with more sentences,val
B00F6S5GUK,B0058RUUH8,FashionIQ,shirt,is not as wordy and has more color and is shorter,val
B00CSRZ7VA,B00C6AOL2K,FashionIQ,shirt,has short sleeves and more yellow and yellow shirt with black white stripes,val
B008N67FVK,B002KQ6H4U,FashionIQ,shirt,is grey colored and is gray with longer sleeves,val
B00CJLPB9I,B007MI4PIG,FashionIQ,shirt,has more graphics with a cartoon robot and has cartoon graphic and is more colorful,val
B00261C2V6,B00CKOR1GA,FashionIQ,shirt,is more colorful and casual and is a gray tshirt,val
B009VE8P1C,B007E7R9ZQ,FashionIQ,shirt,is lighter with a different logo and is gray,val
B004MDLAF0,B007P3PMHQ,FashionIQ,shirt,buttons up and looks more presentable and is a grey button down,val
B00CJSA0L0,B006H4LI7C,FashionIQ,shirt,has shorter sleeves and different graphic and is white and has shorter sleeves,val
B0085OZ8HS,B0085O4Q7Q,FashionIQ,shirt,has long sleeves and is dark purple and has long sleeve,val
B003QCBBJI,B003QCGEVS,FashionIQ,shirt,is white with strips on collar and is more solid and has striped collar,val
B0067K5MNC,B00AAJ687U,FashionIQ,shirt,the shirt is black in color with white and black symbols and has short sleeves and no hood,val
B003IB71I2,B0016JD8PI,FashionIQ,shirt,is lighter and is a lighter color,val
B005TL7L5W,B00A6ZEW5S,FashionIQ,shirt,its black and bigger writing and has more black and white,val
B005H9ZP8Q,B000BTMG0C,FashionIQ,shirt,has a different logo and has a cow graphic,val
B004TIH9N0,B00DII1AGO,FashionIQ,shirt,has a black bow tie and is a tuxedo shirt with black bow tie,val
B004B7PMVK,B004B0BAUY,FashionIQ,shirt,is darker and flower design stands out more and is darker,val
B006BZ8690,B0068RJFC8,FashionIQ,shirt,is white with red designs and is white with a leroy jenkins design,val
B008E0UE6I,B00897ZREK,FashionIQ,shirt,the shirts are blue red and dark blue and has a collar and small logo,val
B000WNEK7Y,B005HWTURA,FashionIQ,shirt,is green with words on it and is more wordy,val
B0081SF8AU,B006WUUQR4,FashionIQ,shirt,is stripped blue and has longer sleeves and is more business like,val
B00C2CZTYG,B00CJH05O8,FashionIQ,shirt,has shorter sleeves with a different graphic and has no sleeves and diffferent graphics,val
B0089681FI,B00C69YVRG,FashionIQ,shirt,is a dress shirt and long sleeves and is lighter,val
B0009MDF9W,B00A7BR9XS,FashionIQ,shirt,is black and is tighter,val
B00C6AOL2K,B00CEJLS7E,FashionIQ,shirt,is a white shirt with a small brand logo and desired item is white with an insignia on the left,val
B005GT20QM,B007BYRUYW,FashionIQ,shirt,is a short sleeve collared button up and is a beige button down,val
B001QL8NVA,B00608DPQC,FashionIQ,shirt,is more blue and long sleeve and is blue and has long sleeves,val
B009H420K8,B002QH4BLO,FashionIQ,shirt,is more black and less comical and is a darker color,val
B007APJQJY,B0011MNWSI,FashionIQ,shirt,button up with a collar and has a collar and more purple,val
B005J4C8HA,B00A5IQHAY,FashionIQ,shirt,a dark colored shirt with a red logo in the middle and is black with red motif,val
B0063TRZD2,B009VCN7IA,FashionIQ,shirt,is all white and has shorter sleeves,val
B003OPUWH4,B00F6886DY,FashionIQ,shirt,is a sleeveless black t shirt and is black and has a different graphic,val
B0081ST50O,B007SWH4HK,FashionIQ,shirt,is a blue short sleeved t shirt and phrase saying motif and is dark blue and has text,val
B002PZHYQ6,B00DHX3Y5U,FashionIQ,shirt,is more blue and wordy and is a blue t,val
B006Q8U9D8,B009PIK8BY,FashionIQ,shirt,is gray and is darker,val
B009MB8Q7C,B00AZLZ8UQ,FashionIQ,shirt,is a white colored dress shirt with beige colored tie and is more plain,val
B001LZKV6Q,B00451AT6U,FashionIQ,shirt,is black with grateful dead written on it and is darker,val
B00CH4QR7M,B00H9FBM5Q,FashionIQ,shirt,is lighter with different tv graphic and has a photo of buck rogers,val
B007IJZ2KO,B00BHKFFAW,FashionIQ,shirt,has a vintage logo on a green shirt and is wrinkled and have a different picture,val
B003WE9084,B003ZZM6G8,FashionIQ,shirt,has green lettering and it has a print at the back,val
B003X46ZKO,B00BLS4998,FashionIQ,shirt,is red and has more design,val
B004YOAT9A,B0093OQBCK,FashionIQ,shirt,has less color and is black with white logo,val
B005B6ZIE6,B00CMS4SB0,FashionIQ,shirt,is green with striped brightly colored and is grey with blue stripes,val
B004AM0XUQ,B0036C4NFW,FashionIQ,shirt,is black with pictures of guns and has lot of guns,val
B004QDCRZS,B00C7CCMEG,FashionIQ,shirt,is purple with image of pacman and is purple with yellow image,val
B00AKYDNFA,B00943FZTA,FashionIQ,shirt,is black with a yellow smiley face and has a picture,val
B009RUTFV4,B008L40C7S,FashionIQ,shirt,is yellow lettering and is more yellow and has more graphics,val
B00DYA9R5M,B0094KCP96,FashionIQ,shirt,is darker and has u shaped neck and is black with white logo,val
B0083WQ3MQ,B0009G3YQW,FashionIQ,shirt,is outerwear with longer sleeves and is blue with longer sleeves,val
B008BSWM4K,B008BSWH22,FashionIQ,shirt,is dark brown and not plaid and is not as brightly colored,val
B007IE40W0,B0033BGD0E,FashionIQ,shirt,is stripped black and white vertically and is white and has stripes,val
B007SA6SZQ,B00AA2BC0U,FashionIQ,shirt,is denim material and is denim and more plain,val
B004CVDPAA,B00030LHBS,FashionIQ,shirt,is a black lucky s speed shop short sleeve tee and is darker,val
B00BJHF36O,B004UJ14FM,FashionIQ,shirt,has a darker color and shorter sleeves and has shorter sleeves and is darker colored,val
B00AAQT6ZY,B0085HCEL8,FashionIQ,shirt,is less casual with long sleeves and it has a long sleeve,val
B00E3I72W4,B005ZMUZH6,FashionIQ,shirt,is grey with logo and is faded,val
B004YU7HNU,B007QPAWNM,FashionIQ,shirt,has a graphic and has a blue flaming skull,val
B0074D0W68,B001B16GCS,FashionIQ,shirt,is more white and less striped and is white color with a spider graphic design,val
B007VYRFX8,B005KSBJL6,FashionIQ,shirt,is yellow in color with red text in center and is yellow and has letter logo,val
B009T5NMS4,B007TRPF5W,FashionIQ,shirt,is green and is more multi colored,val
B005KB7QSS,B00CLAZZOS,FashionIQ,shirt,has colors and has blue,val
B00CEJEA8I,B006043E2Q,FashionIQ,shirt,is white with red stripes and is lighter,val
B00BYQDJH0,B008LTDW1G,FashionIQ,shirt,is more minimalist and is mainly plan brown with small amount white trim,val
B000MYC2YG,B0057XC6S4,FashionIQ,shirt,is long sleeved and yellow and is lighter and has longer sleeves,val
B00C51HF46,B00DPQ8FX0,FashionIQ,shirt,has a graphic and a feminist slogan and has larger graphics on it,val
B009L97W5M,B009QR8VNQ,FashionIQ,shirt,has a dinosaur with open mouth and is gray with a large dinosaur head,val
B00BFTS1DI,B004S92OEE,FashionIQ,shirt,is more segmented and is longer and has more colors in it,val
B001GW13QG,B005JQ22DI,FashionIQ,shirt,is darker and more evil and black t shirt with green skull,val
B005UVPW5W,B005E7KJPK,FashionIQ,shirt,is a jersey and more colorful and is shorter,val
B0086F6HIK,B00B2B9JJY,FashionIQ,shirt,is black with hwhite designs and black with white lettering and drawing figure,val
B00398WXHI,B0042FOL8Q,FashionIQ,shirt,is more of a solid color and lighter and is lighter,val
B0039Q9USU,B008WJ68NY,FashionIQ,shirt,is lighter with different graphics and is blue and more bold,val
B002N8P7MI,B00B4WT108,FashionIQ,shirt,is yellow and is lighter,val
B004R1NSL6,B00B4WVJKI,FashionIQ,shirt,has short sleeves and is lavender with shorter sleeves,val
B00DU9IRGC,B009ZRV3GY,FashionIQ,shirt,is long sleeved with a plaid colorful print and is more multi colored,val
B00AFQ1JD6,B0025V4H4M,FashionIQ,shirt,has shorter sleeves with less text and has a dakine logo,val
B00C40R3FY,B004YZINB0,FashionIQ,shirt,is less casual and has more buttons and is more formal,val
B00CB3EQDG,B00700WVBO,FashionIQ,shirt,is light brown with a zipper and is more bright coloureed,val
B003AU61WI,B00D8UCM00,FashionIQ,shirt,is more casual and black and white and is a black and white tshirt,val
B004BOV7DK,B00FH65X5E,FashionIQ,shirt,the shirt is blue with white writing and is lighter,val
B006Y5SM2I,B00C9UU1D0,FashionIQ,shirt,the shirt is gray with black and white lettering and is gray colored with a large centered graphic,val
B005LBXRWQ,B005LBWAV0,FashionIQ,shirt,has longer sleeves and is lighter in color and is much lighter in color,val
B0084ERQFG,B0056EJG8M,FashionIQ,shirt,is darker with buttons and is black and has buttons down the front,val
B004ZC7YKI,B00CIZI8Y0,FashionIQ,shirt,identical and has pocket and tailored button tab,val
B006ZZV0L2,B003S0W9EO,FashionIQ,shirt,is political and is black and different phrase,val
B004R1CKX8,B00AFJK8E4,FashionIQ,shirt,is a short sleeved t shirt with entire dog s face and dark colors with dog,val
B0042AOT8S,B0091BZBHQ,FashionIQ,shirt,is gray with black words and is a lighter grey color,val
B0042VK7GA,B00CBVC8GA,FashionIQ,shirt,is blue with a collar or buttons and is less formal,val
B002HNSH80,B00FV0FKXQ,FashionIQ,shirt,is light blue with yellow logo and is light blue,val
B00BBSZEQ0,B00AOI5DM8,FashionIQ,shirt,a light colored button down dress shirt and is more formal,val
B006ZP78WC,B006ZP4RPI,FashionIQ,shirt,a light colored long sleeve shirt with a small grill graphic and has a lighter color to it,val
B007OXCG1C,B009X6CURI,FashionIQ,shirt,is brighter and less formal and is a lighter blue without a tie,val
B00AK46JK6,B00C1ENRT4,FashionIQ,shirt,has no sleeves and it has no sleeve and it is more colorful,val
B00F3KMWX0,B00BXVISC2,FashionIQ,shirt,is gray with black designs and is blue gray colored,val
B00DQDA9HC,B0015SWA4A,FashionIQ,shirt,is a larger bright t shirt and has a white and black pattern,val
B006C5IY82,B00686QH8E,FashionIQ,shirt,is beige and has more text and is more brown in colour,val
B0083Z6QDO,B007BMSSW2,FashionIQ,shirt,is green and a green shirt with white letters,val
B0028TS5X0,B00BEH3S48,FashionIQ,shirt,has a different logo and is more faded,val
B009P8QMWS,B005HFBLQA,FashionIQ,shirt,is gray and loose with red lettering and a grey shirt with red letters on front,val
B002BOHPNS,B005J4CCRG,FashionIQ,shirt,has a smaller photo and is more fitted an has less graphics,val
B003TWOPKW,B008E5CDEO,FashionIQ,shirt,is black in color with a v neck and a black buttoned shirt with white letters on one side,val
B00AFU8P2K,B004KIOM4S,FashionIQ,shirt,has graphic and is lighter and is a beige colored tee with a blue graphic,val
B0088YPBA4,B004I5NVL8,FashionIQ,shirt,is lighter and is much lighter in color,val
B0096UD3FO,B001PTD0KM,FashionIQ,shirt,lighter color and a white shirt with black pattern on bottom,val
B00BLL7CB2,B004EDHI0Y,FashionIQ,shirt,is shorter and is darker in color,val
B0015GMX80,B00BEEF9OI,FashionIQ,shirt,brighter plaid print and is lighter colored and shorter,val
B001H0F2J6,B008RMEXKG,FashionIQ,shirt,is white in color and is white and stylish,val
B009DLYLS4,B001T4F46Q,FashionIQ,shirt,is red with a cat logo on front and is more pop culture and adolescent,val
B00DQDA9HC,B00DPOJCL6,FashionIQ,shirt,is more charcoal and is more black,val
B008VPIL52,B000KLV1CA,FashionIQ,shirt,has a print and is darker colored and it is checked and has pocket,val
B00EAP7JAK,B0085428H6,FashionIQ,shirt,is a gray long sleeve and is gray and long sleeved,val
B00641VADU,B000TMDSOY,FashionIQ,shirt,has zombie face print on inside and is more emo,val
B002UQJENQ,B00CPSD8A4,FashionIQ,shirt,is dark colored and is darker,val
B0085OX8LQ,B007RAZN6M,FashionIQ,shirt,is similar but brighter and is white with longer sleeves,val
B0089681FI,B004DLNRSE,FashionIQ,shirt,has different pattern and has more brown in it,val
B004REC7ZQ,B007JQKD7S,FashionIQ,shirt,is white with orange designs and is lighter,val
B005Q0YSU2,B0067PC8OS,FashionIQ,shirt,has text saab and has different words on it,val
B004U7I0SI,B004OKFF7K,FashionIQ,shirt,is black with a dog on it and is darker in color,val
B003H8KK0M,B0013FPI8K,FashionIQ,shirt,a short sleeve darker colored tee shirt and is more colourfull,val
B003OPUWH4,B003CHNXQQ,FashionIQ,shirt,is lighter and is more plain,val
B004QDCRZS,B004T3K0FE,FashionIQ,shirt,has a different graphic on the front and has a patriotic graphic,val
B008D6Q7DC,B007MEZRC8,FashionIQ,shirt,has a different logo and is bold and less graphic,val
B008K2HF6C,B009JD7XUO,FashionIQ,shirt,is a grey tee with army tank icons and lettering and is grey in color,val
B00CLCHVSY,B00E9LPGG4,FashionIQ,shirt,the shirt is gray with white writing and is darker with white words,val
B004QDCRZS,B005J4C8HA,FashionIQ,shirt,is red colored with minimal art and is orange,val
B000EOZGWE,B002R7U7Q6,FashionIQ,shirt,the shirt is gray with the word croatia and the croatian flag and is darker,val
B0069UTN1W,B00B9ZFVJ0,FashionIQ,shirt,has no collar and is dark grey with royal purple written on it and is grey with no collar,val
B004ASDKKA,B0007XMDL4,FashionIQ,shirt,is more aloha with the print and is red and is lighter,val
B00451AT6U,B0041IY8I2,FashionIQ,shirt,is more colorful and has a spider man graphic,val
B003B2KVCQ,B00CYMFFVQ,FashionIQ,shirt,is more blue and less casual and is a dress shirt,val
B0032HJXKG,B000WLVLDW,FashionIQ,shirt,is less formal and has designs and has a different fabric that is finer,val
B0038OVKR2,B001086JBK,FashionIQ,shirt,is black and it is black,val
B004R1CKX8,B0015IMRNE,FashionIQ,shirt,is similar but with shorter sleeves and is more white with shorter sleeves,val
B007LVJSW2,B002SG72FU,FashionIQ,shirt,is gray with checkered button down shirt and is more formal,val
