vec_row,image_id,item_id,split,view,gender,product_type,category,row_in_captions,caption,clean_caption,text_only_input,fashion_clip_prompt
7611,WOMEN-Rompers_Jumpsuits-id_00000828-05_1_front,id_00000828,train,front,WOMEN,Rompers_Jumpsuits,WOMEN_Rompers_Jumpsuits,7611,"The upper clothing has sleeves cut off, cotton fabric and pure color patterns. It has a v-shape neckline. The lower clothing is of long length. The fabric is cotton and it has pure color patterns. The female is wearing a ring on her finger. There is an accessory on her wrist. There is an accessory in his her neck.",the upper clothing has sleeves cut off cotton fabric and pure color patterns it has a v shape neckline the lower clothing is of long length the fabric is cotton and it has pure color patterns the female is wearing a ring on her finger there is an accessory on her wrist there is an accessory in his her neck,the upper clothing has sleeves cut off cotton fabric and pure color patterns it has a v shape neckline the lower clothing is of long length the fabric is cotton and it has pure color patterns the female is wearing a ring on her finger there is an accessory on her wrist there is an accessory in his her neck,"a photo of a women rompers jumpsuits, the upper clothing has sleeves cut off cotton fabric and pure color patterns it has a v shape neckline the lower clothing is of long length the fabric is cotton and it has pure color patterns the female is wearing a ring on her finger there is an accessory on her wrist there is an accessory in his her neck"
7612,WOMEN-Rompers_Jumpsuits-id_00000828-05_2_side,id_00000828,train,side,WOMEN,Rompers_Jumpsuits,WOMEN_Rompers_Jumpsuits,7612,This lady is wearing a sleeveless tank shirt with pure color patterns. The tank shirt is with cotton fabric. This lady wears a long trousers. The trousers are with cotton fabric and solid color patterns. The person wears a ring.,this lady is wearing a sleeveless tank shirt with pure color patterns the tank shirt is with cotton fabric this lady wears a long trousers the trousers are with cotton fabric and solid color patterns the person wears a ring,this lady is wearing a sleeveless tank shirt with pure color patterns the tank shirt is with cotton fabric this lady wears a long trousers the trousers are with cotton fabric and solid color patterns the person wears a ring,"a photo of a women rompers jumpsuits, this lady is wearing a sleeveless tank shirt with pure color patterns the tank shirt is with cotton fabric this lady wears a long trousers the trousers are with cotton fabric and solid color patterns the person wears a ring"
7613,WOMEN-Rompers_Jumpsuits-id_00000828-05_7_additional,id_00000828,train,additional,WOMEN,Rompers_Jumpsuits,WOMEN_Rompers_Jumpsuits,7613,The person wears a sleeveless tank shirt with pure color patterns. The tank shirt is with cotton fabric. The trousers the person wears is of long length. The trousers are with cotton fabric and solid color patterns. There is an accessory on her wrist. There is an accessory in his her neck.,the person wears a sleeveless tank shirt with pure color patterns the tank shirt is with cotton fabric the trousers the person wears is of long length the trousers are with cotton fabric and solid color patterns there is an accessory on her wrist there is an accessory in his her neck,the person wears a sleeveless tank shirt with pure color patterns the tank shirt is with cotton fabric the trousers the person wears is of long length the trousers are with cotton fabric and solid color patterns there is an accessory on her wrist there is an accessory in his her neck,"a photo of a women rompers jumpsuits, the person wears a sleeveless tank shirt with pure color patterns the tank shirt is with cotton fabric the trousers the person wears is of long length the trousers are with cotton fabric and solid color patterns there is an accessory on her wrist there is an accessory in his her neck"
7614,WOMEN-Rompers_Jumpsuits-id_00000868-02_7_additional,id_00000868,query,additional,WOMEN,Rompers_Jumpsuits,WOMEN_Rompers_Jumpsuits,7614,This person is wearing a tank tank top with floral patterns. The tank top is with cotton fabric and its neckline is suspenders. The pants this person wears is of three-point length. The pants are with cotton fabric and floral patterns. There is an accessory in his her neck.,this person is wearing a tank tank top with floral patterns the tank top is with cotton fabric and its neckline is suspenders the pants this person wears is of three point length the pants are with cotton fabric and floral patterns there is an accessory in his her neck,this person is wearing a tank tank top with floral patterns the tank top is with cotton fabric and its neckline is suspenders the pants this person wears is of three point length the pants are with cotton fabric and floral patterns there is an accessory in his her neck,"a photo of a women rompers jumpsuits, this person is wearing a tank tank top with floral patterns the tank top is with cotton fabric and its neckline is suspenders the pants this person wears is of three point length the pants are with cotton fabric and floral patterns there is an accessory in his her neck"
7615,WOMEN-Rompers_Jumpsuits-id_00000883-01_1_front,id_00000883,gallery,front,WOMEN,Rompers_Jumpsuits,WOMEN_Rompers_Jumpsuits,7615,"The upper clothing has sleeves cut off, cotton fabric and graphic patterns. The neckline of it is suspenders. The lower clothing is of long length. The fabric is cotton and it has graphic patterns. There is a ring on her finger.",the upper clothing has sleeves cut off cotton fabric and graphic patterns the neckline of it is suspenders the lower clothing is of long length the fabric is cotton and it has graphic patterns there is a ring on her finger,the upper clothing has sleeves cut off cotton fabric and graphic patterns the neckline of it is suspenders the lower clothing is of long length the fabric is cotton and it has graphic patterns there is a ring on her finger,"a photo of a women rompers jumpsuits, the upper clothing has sleeves cut off cotton fabric and graphic patterns the neckline of it is suspenders the lower clothing is of long length the fabric is cotton and it has graphic patterns there is a ring on her finger"
7616,WOMEN-Rompers_Jumpsuits-id_00000883-01_2_side,id_00000883,query,side,WOMEN,Rompers_Jumpsuits,WOMEN_Rompers_Jumpsuits,7616,This female is wearing a tank tank top with graphic patterns. The tank top is with cotton fabric. It has a suspenders neckline. The pants this female wears is of long length. The pants are with cotton fabric and graphic patterns. There is an accessory on her wrist. There is a ring on her finger.,this female is wearing a tank tank top with graphic patterns the tank top is with cotton fabric it has a suspenders neckline the pants this female wears is of long length the pants are with cotton fabric and graphic patterns there is an accessory on her wrist there is a ring on her finger,this female is wearing a tank tank top with graphic patterns the tank top is with cotton fabric it has a suspenders neckline the pants this female wears is of long length the pants are with cotton fabric and graphic patterns there is an accessory on her wrist there is a ring on her finger,"a photo of a women rompers jumpsuits, this female is wearing a tank tank top with graphic patterns the tank top is with cotton fabric it has a suspenders neckline the pants this female wears is of long length the pants are with cotton fabric and graphic patterns there is an accessory on her wrist there is a ring on her finger"
7617,WOMEN-Rompers_Jumpsuits-id_00000883-01_7_additional,id_00000883,query,additional,WOMEN,Rompers_Jumpsuits,WOMEN_Rompers_Jumpsuits,7617,"Her tank top has no sleeves, cotton fabric and graphic patterns. The pants this person wears is of long length. The pants are with cotton fabric and graphic patterns. There is a ring on her finger. There is an accessory on her wrist.",her tank top has no sleeves cotton fabric and graphic patterns the pants this person wears is of long length the pants are with cotton fabric and graphic patterns there is a ring on her finger there is an accessory on her wrist,her tank top has no sleeves cotton fabric and graphic patterns the pants this person wears is of long length the pants are with cotton fabric and graphic patterns there is a ring on her finger there is an accessory on her wrist,"a photo of a women rompers jumpsuits, her tank top has no sleeves cotton fabric and graphic patterns the pants this person wears is of long length the pants are with cotton fabric and graphic patterns there is a ring on her finger there is an accessory on her wrist"
7618,WOMEN-Rompers_Jumpsuits-id_00000886-02_2_side,id_00000886,train,side,WOMEN,Rompers_Jumpsuits,WOMEN_Rompers_Jumpsuits,7618,"The upper clothing has sleeves cut off, knitting fabric and graphic patterns. It has a suspenders neckline. The lower clothing is of three-point length. The fabric is knitting and it has graphic patterns. There is an accessory on her wrist. There is a ring on her finger. There is an accessory in his her neck.",the upper clothing has sleeves cut off knitting fabric and graphic patterns it has a suspenders neckline the lower clothing is of three point length the fabric is knitting and it has graphic patterns there is an accessory on her wrist there is a ring on her finger there is an accessory in his her neck,the upper clothing has sleeves cut off knitting fabric and graphic patterns it has a suspenders neckline the lower clothing is of three point length the fabric is knitting and it has graphic patterns there is an accessory on her wrist there is a ring on her finger there is an accessory in his her neck,"a photo of a women rompers jumpsuits, the upper clothing has sleeves cut off knitting fabric and graphic patterns it has a suspenders neckline the lower clothing is of three point length the fabric is knitting and it has graphic patterns there is an accessory on her wrist there is a ring on her finger there is an accessory in his her neck"
7619,WOMEN-Rompers_Jumpsuits-id_00000886-02_7_additional,id_00000886,train,additional,WOMEN,Rompers_Jumpsuits,WOMEN_Rompers_Jumpsuits,7619,"Her tank top has no sleeves, knitting fabric and graphic patterns. The neckline of it is suspenders. The lady wears a three-point pants. The pants are with knitting fabric and graphic patterns. There is an accessory on her wrist. The lady has neckwear. There is a ring on her finger.",her tank top has no sleeves knitting fabric and graphic patterns the neckline of it is suspenders the lady wears a three point pants the pants are with knitting fabric and graphic patterns there is an accessory on her wrist the lady has neckwear there is a ring on her finger,her tank top has no sleeves knitting fabric and graphic patterns the neckline of it is suspenders the lady wears a three point pants the pants are with knitting fabric and graphic patterns there is an accessory on her wrist the lady has neckwear there is a ring on her finger,"a photo of a women rompers jumpsuits, her tank top has no sleeves knitting fabric and graphic patterns the neckline of it is suspenders the lady wears a three point pants the pants are with knitting fabric and graphic patterns there is an accessory on her wrist the lady has neckwear there is a ring on her finger"
7620,WOMEN-Rompers_Jumpsuits-id_00000891-02_1_front,id_00000891,train,front,WOMEN,Rompers_Jumpsuits,WOMEN_Rompers_Jumpsuits,7620,This lady wears a tank tank top with stripe patterns and long trousers. The tank top is with cotton fabric and it has a suspenders neckline. The trousers are with cotton fabric and stripe patterns. This person has neckwear. There is an accessory on her wrist. The lady has a hat in her head.,this lady wears a tank tank top with stripe patterns and long trousers the tank top is with cotton fabric and it has a suspenders neckline the trousers are with cotton fabric and stripe patterns this person has neckwear there is an accessory on her wrist the lady has a hat in her head,this lady wears a tank tank top with stripe patterns and long trousers the tank top is with cotton fabric and it has a suspenders neckline the trousers are with cotton fabric and stripe patterns this person has neckwear there is an accessory on her wrist the lady has a hat in her head,"a photo of a women rompers jumpsuits, this lady wears a tank tank top with stripe patterns and long trousers the tank top is with cotton fabric and it has a suspenders neckline the trousers are with cotton fabric and stripe patterns this person has neckwear there is an accessory on her wrist the lady has a hat in her head"
7621,WOMEN-Rompers_Jumpsuits-id_00000891-02_2_side,id_00000891,train,side,WOMEN,Rompers_Jumpsuits,WOMEN_Rompers_Jumpsuits,7621,This person is wearing a sleeveless tank shirt with stripe patterns. The tank shirt is with cotton fabric and its neckline is suspenders. The pants this person wears is of long length. The pants are with cotton fabric and stripe patterns. This person is wearing a ring on her finger. The lady has a hat in her head. This person has neckwear. There is an accessory on her wrist.,this person is wearing a sleeveless tank shirt with stripe patterns the tank shirt is with cotton fabric and its neckline is suspenders the pants this person wears is of long length the pants are with cotton fabric and stripe patterns this person is wearing a ring on her finger the lady has a hat in her head this person has neckwear there is an accessory on her wrist,this person is wearing a sleeveless tank shirt with stripe patterns the tank shirt is with cotton fabric and its neckline is suspenders the pants this person wears is of long length the pants are with cotton fabric and stripe patterns this person is wearing a ring on her finger the lady has a hat in her head this person has neckwear there is an accessory on her wrist,"a photo of a women rompers jumpsuits, this person is wearing a sleeveless tank shirt with stripe patterns the tank shirt is with cotton fabric and its neckline is suspenders the pants this person wears is of long length the pants are with cotton fabric and stripe patterns this person is wearing a ring on her finger the lady has a hat in her head this person has neckwear there is an accessory on her wrist"
7622,WOMEN-Rompers_Jumpsuits-id_00000891-02_7_additional,id_00000891,train,additional,WOMEN,Rompers_Jumpsuits,WOMEN_Rompers_Jumpsuits,7622,This woman is wearing a sleeveless tank top with stripe patterns. The tank top is with cotton fabric. This woman wears a long pants. The pants are with cotton fabric and striped patterns. There is an accessory on her wrist. The person has neckwear. The lady wears a hat. This woman is wearing a ring on her finger.,this woman is wearing a sleeveless tank top with stripe patterns the tank top is with cotton fabric this woman wears a long pants the pants are with cotton fabric and striped patterns there is an accessory on her wrist the person has neckwear the lady wears a hat this woman is wearing a ring on her finger,this woman is wearing a sleeveless tank top with stripe patterns the tank top is with cotton fabric this woman wears a long pants the pants are with cotton fabric and striped patterns there is an accessory on her wrist the person has neckwear the lady wears a hat this woman is wearing a ring on her finger,"a photo of a women rompers jumpsuits, this woman is wearing a sleeveless tank top with stripe patterns the tank top is with cotton fabric this woman wears a long pants the pants are with cotton fabric and striped patterns there is an accessory on her wrist the person has neckwear the lady wears a hat this woman is wearing a ring on her finger"
7623,WOMEN-Rompers_Jumpsuits-id_00000957-02_1_front,id_00000957,gallery,front,WOMEN,Rompers_Jumpsuits,WOMEN_Rompers_Jumpsuits,7623,This person is wearing a tank tank top with solid color patterns. The tank top is with cotton fabric. It has a crew neckline. The pants this person wears is of long length. The pants are with cotton fabric and solid color patterns. There is an accessory on her wrist. There is a ring on her finger.,this person is wearing a tank tank top with solid color patterns the tank top is with cotton fabric it has a crew neckline the pants this person wears is of long length the pants are with cotton fabric and solid color patterns there is an accessory on her wrist there is a ring on her finger,this person is wearing a tank tank top with solid color patterns the tank top is with cotton fabric it has a crew neckline the pants this person wears is of long length the pants are with cotton fabric and solid color patterns there is an accessory on her wrist there is a ring on her finger,"a photo of a women rompers jumpsuits, this person is wearing a tank tank top with solid color patterns the tank top is with cotton fabric it has a crew neckline the pants this person wears is of long length the pants are with cotton fabric and solid color patterns there is an accessory on her wrist there is a ring on her finger"
7624,WOMEN-Rompers_Jumpsuits-id_00000957-02_2_side,id_00000957,gallery,side,WOMEN,Rompers_Jumpsuits,WOMEN_Rompers_Jumpsuits,7624,"Her tank shirt has no sleeves, cotton fabric and pure color patterns. The neckline of it is crew. The lady wears a long pants. The pants are with cotton fabric and solid color patterns. There is a ring on her finger. There is an accessory on her wrist.",her tank shirt has no sleeves cotton fabric and pure color patterns the neckline of it is crew the lady wears a long pants the pants are with cotton fabric and solid color patterns there is a ring on her finger there is an accessory on her wrist,her tank shirt has no sleeves cotton fabric and pure color patterns the neckline of it is crew the lady wears a long pants the pants are with cotton fabric and solid color patterns there is a ring on her finger there is an accessory on her wrist,"a photo of a women rompers jumpsuits, her tank shirt has no sleeves cotton fabric and pure color patterns the neckline of it is crew the lady wears a long pants the pants are with cotton fabric and solid color patterns there is a ring on her finger there is an accessory on her wrist"
7625,WOMEN-Rompers_Jumpsuits-id_00000957-02_7_additional,id_00000957,query,additional,WOMEN,Rompers_Jumpsuits,WOMEN_Rompers_Jumpsuits,7625,The female is wearing a tank tank shirt with pure color patterns. The tank shirt is with cotton fabric. The pants the female wears is of long length. The pants are with cotton fabric and solid color patterns. There is a ring on her finger.,the female is wearing a tank tank shirt with pure color patterns the tank shirt is with cotton fabric the pants the female wears is of long length the pants are with cotton fabric and solid color patterns there is a ring on her finger,the female is wearing a tank tank shirt with pure color patterns the tank shirt is with cotton fabric the pants the female wears is of long length the pants are with cotton fabric and solid color patterns there is a ring on her finger,"a photo of a women rompers jumpsuits, the female is wearing a tank tank shirt with pure color patterns the tank shirt is with cotton fabric the pants the female wears is of long length the pants are with cotton fabric and solid color patterns there is a ring on her finger"
7626,WOMEN-Rompers_Jumpsuits-id_00000980-02_4_full,id_00000980,gallery,full,WOMEN,Rompers_Jumpsuits,WOMEN_Rompers_Jumpsuits,7626,"The shirt this woman wears has long sleeves and it is with chiffon fabric and graphic patterns. The neckline of the shirt is stand. This woman wears a three-point pants, with chiffon fabric and graphic patterns. The lady wears a ring. There is an accessory on her wrist. There is a belt on her waist.",the shirt this woman wears has long sleeves and it is with chiffon fabric and graphic patterns the neckline of the shirt is stand this woman wears a three point pants with chiffon fabric and graphic patterns the lady wears a ring there is an accessory on her wrist there is a belt on her waist,the shirt this woman wears has long sleeves and it is with chiffon fabric and graphic patterns the neckline of the shirt is stand this woman wears a three point pants with chiffon fabric and graphic patterns the lady wears a ring there is an accessory on her wrist there is a belt on her waist,"a photo of a women rompers jumpsuits, the shirt this woman wears has long sleeves and it is with chiffon fabric and graphic patterns the neckline of the shirt is stand this woman wears a three point pants with chiffon fabric and graphic patterns the lady wears a ring there is an accessory on her wrist there is a belt on her waist"
7627,WOMEN-Rompers_Jumpsuits-id_00001004-03_1_front,id_00001004,train,front,WOMEN,Rompers_Jumpsuits,WOMEN_Rompers_Jumpsuits,7627,"The upper clothing has sleeves cut off, cotton fabric and floral patterns. It has a suspenders neckline. The lower clothing is of long length. The fabric is cotton and it has floral patterns. There is an accessory on her wrist. This person has neckwear. The lady wears a ring.",the upper clothing has sleeves cut off cotton fabric and floral patterns it has a suspenders neckline the lower clothing is of long length the fabric is cotton and it has floral patterns there is an accessory on her wrist this person has neckwear the lady wears a ring,the upper clothing has sleeves cut off cotton fabric and floral patterns it has a suspenders neckline the lower clothing is of long length the fabric is cotton and it has floral patterns there is an accessory on her wrist this person has neckwear the lady wears a ring,"a photo of a women rompers jumpsuits, the upper clothing has sleeves cut off cotton fabric and floral patterns it has a suspenders neckline the lower clothing is of long length the fabric is cotton and it has floral patterns there is an accessory on her wrist this person has neckwear the lady wears a ring"
7628,WOMEN-Rompers_Jumpsuits-id_00001004-03_2_side,id_00001004,train,side,WOMEN,Rompers_Jumpsuits,WOMEN_Rompers_Jumpsuits,7628,"Her tank shirt has no sleeves, cotton fabric and floral patterns. This woman wears a long pants. The pants are with cotton fabric and floral patterns. There is a belt on her waist. There is an accessory on her wrist. This person has neckwear.",her tank shirt has no sleeves cotton fabric and floral patterns this woman wears a long pants the pants are with cotton fabric and floral patterns there is a belt on her waist there is an accessory on her wrist this person has neckwear,her tank shirt has no sleeves cotton fabric and floral patterns this woman wears a long pants the pants are with cotton fabric and floral patterns there is a belt on her waist there is an accessory on her wrist this person has neckwear,"a photo of a women rompers jumpsuits, her tank shirt has no sleeves cotton fabric and floral patterns this woman wears a long pants the pants are with cotton fabric and floral patterns there is a belt on her waist there is an accessory on her wrist this person has neckwear"
7629,WOMEN-Rompers_Jumpsuits-id_00001004-03_7_additional,id_00001004,train,additional,WOMEN,Rompers_Jumpsuits,WOMEN_Rompers_Jumpsuits,7629,"The tank shirt the lady wears has no sleeves and it is with cotton fabric and floral patterns. The neckline of the tank shirt is suspenders. The lady wears a long trousers, with cotton fabric and floral patterns. There is an accessory on her wrist. There is an accessory in his her neck. The person wears a ring.",the tank shirt the lady wears has no sleeves and it is with cotton fabric and floral patterns the neckline of the tank shirt is suspenders the lady wears a long trousers with cotton fabric and floral patterns there is an accessory on her wrist there is an accessory in his her neck the person wears a ring,the tank shirt the lady wears has no sleeves and it is with cotton fabric and floral patterns the neckline of the tank shirt is suspenders the lady wears a long trousers with cotton fabric and floral patterns there is an accessory on her wrist there is an accessory in his her neck the person wears a ring,"a photo of a women rompers jumpsuits, the tank shirt the lady wears has no sleeves and it is with cotton fabric and floral patterns the neckline of the tank shirt is suspenders the lady wears a long trousers with cotton fabric and floral patterns there is an accessory on her wrist there is an accessory in his her neck the person wears a ring"
7630,WOMEN-Rompers_Jumpsuits-id_00001004-04_1_front,id_00001004,train,front,WOMEN,Rompers_Jumpsuits,WOMEN_Rompers_Jumpsuits,7630,"The upper clothing has sleeves cut off, cotton fabric and floral patterns. It has a suspenders neckline. The lower clothing is of three-quarter length. The fabric is cotton and it has floral patterns. This lady has neckwear.",the upper clothing has sleeves cut off cotton fabric and floral patterns it has a suspenders neckline the lower clothing is of three quarter length the fabric is cotton and it has floral patterns this lady has neckwear,the upper clothing has sleeves cut off cotton fabric and floral patterns it has a suspenders neckline the lower clothing is of three quarter length the fabric is cotton and it has floral patterns this lady has neckwear,"a photo of a women rompers jumpsuits, the upper clothing has sleeves cut off cotton fabric and floral patterns it has a suspenders neckline the lower clothing is of three quarter length the fabric is cotton and it has floral patterns this lady has neckwear"
7631,WOMEN-Rompers_Jumpsuits-id_00001004-04_3_back,id_00001004,train,back,WOMEN,Rompers_Jumpsuits,WOMEN_Rompers_Jumpsuits,7631,"Her tank shirt has no sleeves, cotton fabric and graphic patterns. The neckline of it is suspenders. The lady wears a three-quarter trousers. The trousers are with cotton fabric and graphic patterns. This female has neckwear.",her tank shirt has no sleeves cotton fabric and graphic patterns the neckline of it is suspenders the lady wears a three quarter trousers the trousers are with cotton fabric and graphic patterns this female has neckwear,her tank shirt has no sleeves cotton fabric and graphic patterns the neckline of it is suspenders the lady wears a three quarter trousers the trousers are with cotton fabric and graphic patterns this female has neckwear,"a photo of a women rompers jumpsuits, her tank shirt has no sleeves cotton fabric and graphic patterns the neckline of it is suspenders the lady wears a three quarter trousers the trousers are with cotton fabric and graphic patterns this female has neckwear"
7632,WOMEN-Rompers_Jumpsuits-id_00001004-04_7_additional,id_00001004,train,additional,WOMEN,Rompers_Jumpsuits,WOMEN_Rompers_Jumpsuits,7632,"Her tank shirt has no sleeves, cotton fabric and floral patterns. It has a suspenders neckline. The trousers the lady wears is of three-quarter length. The trousers are with cotton fabric and floral patterns. The lady has neckwear.",her tank shirt has no sleeves cotton fabric and floral patterns it has a suspenders neckline the trousers the lady wears is of three quarter length the trousers are with cotton fabric and floral patterns the lady has neckwear,her tank shirt has no sleeves cotton fabric and floral patterns it has a suspenders neckline the trousers the lady wears is of three quarter length the trousers are with cotton fabric and floral patterns the lady has neckwear,"a photo of a women rompers jumpsuits, her tank shirt has no sleeves cotton fabric and floral patterns it has a suspenders neckline the trousers the lady wears is of three quarter length the trousers are with cotton fabric and floral patterns the lady has neckwear"
7633,WOMEN-Rompers_Jumpsuits-id_00001023-02_1_front,id_00001023,train,front,WOMEN,Rompers_Jumpsuits,WOMEN_Rompers_Jumpsuits,7633,"The tank top this female wears has sleeves cut off, its fabric is cotton, and it has solid color patterns. This female wears a three-quarter pants, with cotton fabric and solid color patterns. There is an accessory on her wrist. The female is wearing a ring on her finger.",the tank top this female wears has sleeves cut off its fabric is cotton and it has solid color patterns this female wears a three quarter pants with cotton fabric and solid color patterns there is an accessory on her wrist the female is wearing a ring on her finger,the tank top this female wears has sleeves cut off its fabric is cotton and it has solid color patterns this female wears a three quarter pants with cotton fabric and solid color patterns there is an accessory on her wrist the female is wearing a ring on her finger,"a photo of a women rompers jumpsuits, the tank top this female wears has sleeves cut off its fabric is cotton and it has solid color patterns this female wears a three quarter pants with cotton fabric and solid color patterns there is an accessory on her wrist the female is wearing a ring on her finger"
7634,WOMEN-Rompers_Jumpsuits-id_00001023-02_2_side,id_00001023,train,side,WOMEN,Rompers_Jumpsuits,WOMEN_Rompers_Jumpsuits,7634,"Her tank top has no sleeves, cotton fabric and pure color patterns. The neckline of it is suspenders. The trousers this person wears is of three-quarter length. The trousers are with cotton fabric and solid color patterns. The person is wearing a ring on her finger.",her tank top has no sleeves cotton fabric and pure color patterns the neckline of it is suspenders the trousers this person wears is of three quarter length the trousers are with cotton fabric and solid color patterns the person is wearing a ring on her finger,her tank top has no sleeves cotton fabric and pure color patterns the neckline of it is suspenders the trousers this person wears is of three quarter length the trousers are with cotton fabric and solid color patterns the person is wearing a ring on her finger,"a photo of a women rompers jumpsuits, her tank top has no sleeves cotton fabric and pure color patterns the neckline of it is suspenders the trousers this person wears is of three quarter length the trousers are with cotton fabric and solid color patterns the person is wearing a ring on her finger"
7635,WOMEN-Rompers_Jumpsuits-id_00001023-02_7_additional,id_00001023,train,additional,WOMEN,Rompers_Jumpsuits,WOMEN_Rompers_Jumpsuits,7635,The lady is wearing a tank tank top with solid color patterns and a three-quarter pants. The tank top is with cotton fabric. The neckline of the tank top is suspenders. The pants are with cotton fabric and solid color patterns. The person wears a ring. There is an accessory on her wrist.,the lady is wearing a tank tank top with solid color patterns and a three quarter pants the tank top is with cotton fabric the neckline of the tank top is suspenders the pants are with cotton fabric and solid color patterns the person wears a ring there is an accessory on her wrist,the lady is wearing a tank tank top with solid color patterns and a three quarter pants the tank top is with cotton fabric the neckline of the tank top is suspenders the pants are with cotton fabric and solid color patterns the person wears a ring there is an accessory on her wrist,"a photo of a women rompers jumpsuits, the lady is wearing a tank tank top with solid color patterns and a three quarter pants the tank top is with cotton fabric the neckline of the tank top is suspenders the pants are with cotton fabric and solid color patterns the person wears a ring there is an accessory on her wrist"
7636,WOMEN-Rompers_Jumpsuits-id_00001038-03_1_front,id_00001038,query,front,WOMEN,Rompers_Jumpsuits,WOMEN_Rompers_Jumpsuits,7636,The person is wearing a sleeveless tank top with pure color patterns. The tank top is with cotton fabric. It has a v-shape neckline. The person wears a long trousers. The trousers are with cotton fabric and pure color patterns. There is a ring on her finger.,the person is wearing a sleeveless tank top with pure color patterns the tank top is with cotton fabric it has a v shape neckline the person wears a long trousers the trousers are with cotton fabric and pure color patterns there is a ring on her finger,the person is wearing a sleeveless tank top with pure color patterns the tank top is with cotton fabric it has a v shape neckline the person wears a long trousers the trousers are with cotton fabric and pure color patterns there is a ring on her finger,"a photo of a women rompers jumpsuits, the person is wearing a sleeveless tank top with pure color patterns the tank top is with cotton fabric it has a v shape neckline the person wears a long trousers the trousers are with cotton fabric and pure color patterns there is a ring on her finger"
7637,WOMEN-Rompers_Jumpsuits-id_00001038-03_2_side,id_00001038,gallery,side,WOMEN,Rompers_Jumpsuits,WOMEN_Rompers_Jumpsuits,7637,"The upper clothing has no sleeves, cotton fabric and solid color patterns. It has a v-shape neckline. The lower clothing is of long length. The fabric is cotton and it has pure color patterns. The female is wearing a ring on her finger. There is an accessory on her wrist.",the upper clothing has no sleeves cotton fabric and solid color patterns it has a v shape neckline the lower clothing is of long length the fabric is cotton and it has pure color patterns the female is wearing a ring on her finger there is an accessory on her wrist,the upper clothing has no sleeves cotton fabric and solid color patterns it has a v shape neckline the lower clothing is of long length the fabric is cotton and it has pure color patterns the female is wearing a ring on her finger there is an accessory on her wrist,"a photo of a women rompers jumpsuits, the upper clothing has no sleeves cotton fabric and solid color patterns it has a v shape neckline the lower clothing is of long length the fabric is cotton and it has pure color patterns the female is wearing a ring on her finger there is an accessory on her wrist"
7638,WOMEN-Rompers_Jumpsuits-id_00001038-03_4_full,id_00001038,query,full,WOMEN,Rompers_Jumpsuits,WOMEN_Rompers_Jumpsuits,7638,"The tank shirt the female wears has sleeves cut off, its fabric is cotton, and it has pure color patterns. The female wears a long trousers, with cotton fabric and solid color patterns. There is a ring on her finger. There is an accessory on her wrist.",the tank shirt the female wears has sleeves cut off its fabric is cotton and it has pure color patterns the female wears a long trousers with cotton fabric and solid color patterns there is a ring on her finger there is an accessory on her wrist,the tank shirt the female wears has sleeves cut off its fabric is cotton and it has pure color patterns the female wears a long trousers with cotton fabric and solid color patterns there is a ring on her finger there is an accessory on her wrist,"a photo of a women rompers jumpsuits, the tank shirt the female wears has sleeves cut off its fabric is cotton and it has pure color patterns the female wears a long trousers with cotton fabric and solid color patterns there is a ring on her finger there is an accessory on her wrist"
7639,WOMEN-Rompers_Jumpsuits-id_00001038-04_1_front,id_00001038,query,front,WOMEN,Rompers_Jumpsuits,WOMEN_Rompers_Jumpsuits,7639,"The tank shirt the person wears has no sleeves, its fabric is cotton, and it has pure color patterns. The tank shirt has a v-shape neckline. The person wears a long trousers, with cotton fabric and pure color patterns. There is a ring on her finger. There is an accessory on her wrist.",the tank shirt the person wears has no sleeves its fabric is cotton and it has pure color patterns the tank shirt has a v shape neckline the person wears a long trousers with cotton fabric and pure color patterns there is a ring on her finger there is an accessory on her wrist,the tank shirt the person wears has no sleeves its fabric is cotton and it has pure color patterns the tank shirt has a v shape neckline the person wears a long trousers with cotton fabric and pure color patterns there is a ring on her finger there is an accessory on her wrist,"a photo of a women rompers jumpsuits, the tank shirt the person wears has no sleeves its fabric is cotton and it has pure color patterns the tank shirt has a v shape neckline the person wears a long trousers with cotton fabric and pure color patterns there is a ring on her finger there is an accessory on her wrist"
7640,WOMEN-Rompers_Jumpsuits-id_00001038-04_2_side,id_00001038,gallery,side,WOMEN,Rompers_Jumpsuits,WOMEN_Rompers_Jumpsuits,7640,"The tank top this person wears has sleeves cut off and its fabric is cotton. The pattern of it is pure color. This person wears a long trousers, with cotton fabric and pure color patterns. This female is wearing a ring on her finger. There is an accessory on her wrist.",the tank top this person wears has sleeves cut off and its fabric is cotton the pattern of it is pure color this person wears a long trousers with cotton fabric and pure color patterns this female is wearing a ring on her finger there is an accessory on her wrist,the tank top this person wears has sleeves cut off and its fabric is cotton the pattern of it is pure color this person wears a long trousers with cotton fabric and pure color patterns this female is wearing a ring on her finger there is an accessory on her wrist,"a photo of a women rompers jumpsuits, the tank top this person wears has sleeves cut off and its fabric is cotton the pattern of it is pure color this person wears a long trousers with cotton fabric and pure color patterns this female is wearing a ring on her finger there is an accessory on her wrist"
